Image Name,Prompt,Answer,Reason,Stay Duration,Platform,Model Name
\Youtube18.jpeg23:34:02,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes.

The image suggests a focus on fashion or shopping, potentially showcasing a designer handbag. As it is linked to Shopify, it could involve some interesting content regarding online shopping, new trends, or e-commerce, which are often engaging topics for many viewers.",30,Youtube,GPT4o
\Youtube19.jpeg23:34:37,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes.

The image shows a person walking under a heavy pour, which can evoke a various range of emotions, engaging viewers. The large drops of rain create an intense atmosphere, and the setting suggests a storyline or context that could be interesting. Additionally, the subtitle, ""it's raining so heavily,"" hints at a narrative that might draw viewers in to see what happens next.",30,Youtube,GPT4o
\Youtube20.jpeg23:35:12,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. This content appears interesting because it showcases a split-screen comparison of a journalist and a young singer. The contrast between the two professions, coupled with engaging visuals, would likely capture viewers' attention and make them curious about the content.",30,Youtube,GPT4o
\Youtube21.jpeg23:35:49,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes, this content is likely interesting because it features two people in synchronized activity, possibly dancing or performing, which often engages viewers due to the skill and coordination involved. The setting appears dynamic with a casual, fun vibe, which can be appealing to a wide audience.",30,Youtube,GPT4o
\Youtube22.jpeg23:36:24,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes.

This image appears to be from a TikTok video featuring someone performing an action or trick outdoors on a playground structure. The video likely involves some entertaining or skillful activity, given the energetic setting and the countdown indicated by ""#8"". This suggests it is part of a series, which can be intriguing and engaging for viewers.",30,Youtube,GPT4o
\Youtube23.jpeg23:36:59,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes. The image features a dynamic scene of fighter jets flying over a mountainous region, which can be appealing to aviation enthusiasts or those interested in action-packed and visually striking content.",30,Youtube,GPT4o
\Youtube24.jpeg23:37:34,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The content seems interesting because it features the creation of a song inside a Cybertruck, which is a unique and creative concept likely to capture attention.",30,Youtube,GPT4o
\Youtube25.jpeg23:38:10,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The image shows a person holding a green substance near a motorcycle exhaust, hinting at an experiment or a creative DIY project involving the motorcycle. This kind of content is often visually intriguing and likely to capture interest due to curiosity about the outcome.",30,Youtube,GPT4o
\Youtube26.jpeg23:38:45,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The image appears to show a humorous or relatable video, possibly involving a skit or a comedic scenario in a classroom setting. The caption ""who should I mess with today"" suggests playful or mischievous content, which is often engaging and entertaining.",30,Youtube,GPT4o
\Youtube27.jpeg23:39:21,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes.

Based on the image, it appears to be engaging content as it features someone involved in an action (unlocking a door). This type of scenario often piques curiosity, making viewers wonder what will happen next or why the person is unlocking the door. This sense of anticipation can make for interesting content on platforms like TikTok.",30,Youtube,GPT4o
\Youtube28.jpeg23:39:57,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The image appears to show a vibrant and dynamic scene from a game, which likely involves engaging gameplay. The player character seems to be navigating through a path with obstacles or targets, suggesting an element of challenge and action that can be compelling and entertaining.",30,Youtube,GPT4o
\Youtube29.jpeg23:40:34,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Based on the image, the content appears to involve twin girls or friends dressed similarly and doing a coordinated dance, which is a popular and engaging format on TikTok. The bright outfits and energetic poses suggest it's lively and fun. Additionally, the text ""SON"" and ""VANA"" with question marks may indicate an interactive or guessing element, which can add to its entertainment value.",30,Youtube,GPT4o
\Youtube30.jpeg23:40:39,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",No.,"No, the image shows a person in what appears to be a grocery store or supermarket aisle, possibly organizing or shopping for boxed goods. This type of content may not be particularly engaging or interesting for most viewers unless it has a unique or entertaining context in the video.",0,Youtube,GPT4o
\Youtube31.jpeg23:41:15,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes.

The image shows a person energetically engaging in a humorous act, possibly mimicking a dog using props. The text ""DOGS vs."" suggests a comparison or playful skit involving dogs. The lively expression and creative setup indicate that the content is likely funny and entertaining.",30,Youtube,GPT4o
\Youtube32.jpeg23:41:50,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes. The image depicts a humorous or potentially entertaining scenario, featuring a ""Quiet Kid"" participating in a talent show. The intriguing contrast between the expectation for a ""quiet"" person and their involvement in a public performance can create curiosity and anticipation for amusing or surprising content.",30,Youtube,GPT4o
\Youtube33.jpeg23:42:25,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes. 

The image shows people playing a game of Uno, which is often entertaining and engaging for viewers due to the game's unpredictable and competitive nature. Additionally, the outdoor setting adds to the overall appeal of the content.",30,Youtube,GPT4o
\Youtube34.jpeg23:43:00,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. 

The image suggests that the content is about discovering how rare your birthday is, which can be a fun and engaging topic. The use of birthday decorations and the person's surprised expression add to the intrigue.",30,Youtube,GPT4o
\Youtube35.jpeg23:43:36,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes. The image suggests a combination of engaging elements: a couple seemingly reacting to something (likely content-related), and a quirky scene featuring individuals with altered appearances, including one with a green mask. This mix of reactions and unusual visuals can be intriguing to a wide audience.",30,Youtube,GPT4o
\Youtube36.jpeg23:44:11,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The person in the image is wearing a Nutella apron, which suggests that this might be a cooking or baking video. If you're interested in recipes or food-related content, this TikTok video could be engaging and entertaining for you.",30,Youtube,GPT4o
\Youtube37.jpeg23:44:47,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"The image appears to show a person standing in an interesting and colorful environment, which suggests it might involve travel or cultural exploration content. This type of content can be visually engaging and provide insights into different places and lifestyles, making it interesting to watch.",30,Youtube,GPT4o
\Youtube38.jpeg23:45:22,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The image features a person with a text overlay that reads ""WINNING,"" which suggests motivational or positive content. This type of content is often engaging and can provide useful tips or inspiration, making it worth watching.",30,Youtube,GPT4o
\Youtube39.jpeg23:45:56,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,Yes. The image appears to show a humorous scene with someone in a playful costume (likely for Halloween) and an engaging text overlay. This type of content is generally entertaining and likely to capture attention.,30,Youtube,GPT4o
\Youtube40.jpeg23:46:31,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"This TikTok image appears to show an interactive video involving different visual effects on a person's face, with a prompt asking viewers to choose between the options labeled 1, 2, 3, and 4. Interactive content with visual effects can be engaging and entertaining, making it interesting to a broad audience.",30,Youtube,GPT4o
\Youtube41.jpeg23:47:06,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes.

The image features three individuals in a lively and energetic setting, with follower counts prominently displayed for two of them, suggesting they are popular creators. This content likely involves trends, challenges, or interactions between popular TikTok personalities, making it potentially engaging and interesting for viewers.",30,Youtube,GPT4o
\Youtube42.jpeg23:47:41,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes.

The image depicts a creatively animated sausage with a face and arms, which adds a humorous and engaging element to the content. This playful presentation can easily capture attention and interest, making it more likely to be entertaining.",30,Youtube,GPT4o
\Youtube43.jpeg23:48:16,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes, this content appears interesting if you are looking for valuable tips on how to save money for college. The topic is useful and relevant for students or parents planning for higher education expenses.",30,Youtube,GPT4o
\Youtube44.jpeg23:48:51,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"This image may seem interesting because it captures a moment of close interaction or confrontation between two people, which can be engaging and intriguing for viewers. It suggests potential drama or emotional content, which often attracts interest on platforms like TikTok.",30,Youtube,GPT4o
\Youtube45.jpeg23:49:25,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes. The image shows a person in a park or outdoor setting, which suggests that the content could involve outdoor activities, sports, or physical challenges, which are often entertaining and engaging on TikTok.",30,Youtube,GPT4o
\Youtube46.jpeg23:50:02,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes.,"Yes, the image appears to show a fun, playful scene with children engaged in an activity. The question marks over their heads and labels with names (Yana, Sofi, Tais) add an element of curiosity and engagement, making it likely to catch the interest of viewers on TikTok.",30,Youtube,GPT4o
\Youtube47.jpeg23:50:07,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",No,"No, the image depicts two people with a specific arm gesture without clear context or indication of engaging content. It doesn't provide enough information to determine if it's interesting or engaging, especially if these gestures have no context or relevance.",0,Youtube,GPT4o
\Youtube48.jpeg23:50:12,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",No,"No, the content appears to be an advertisement for Google Ads, which may not be inherently interesting unless you are specifically looking to learn about or use Google Ads for advertising purposes.",0,Youtube,GPT4o
\Youtube49.jpeg23:50:54,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes.

The image appears to show someone speaking directly to the camera with an animated expression, which suggests a high level of engagement and likely interesting or entertaining content for viewers. Additionally, the text overlay hints at a story or reveal, which can further pique curiosity.",30,Youtube,GPT4o
\Youtube50.jpeg23:51:29,"I am scrolling on tiktok and saw this picture. Baed on the image, is this content interesting? Help me decide. Please include yes or no in your answer, just respond in one word.Explain briefly",Yes,"Yes.

The image suggests that the TikTok content involves digital drawing or animation, which can be very engaging and creative for viewers. The presence of text indicates some form of narrative or humor, adding to its appeal.",30,Youtube,GPT4o
